text,audit_type,source
2026-12-18 equipment checkout overdue (Solomon A.),PROJECT_RESOURCE,hard_synthetic_v2
T25714: password reset requested then cancelled (selam f.),SECURITY,hard_synthetic_v2
odd hour login by Getachew at 7:00 | as discussed,SECURITY,hard_synthetic_v2
T49569: progress reprot generated for BD Hospital (Marta T.),REPORT_DOCUMENT,hard_synthetic_v2
2025-08-23 duplicate supplier invoice #7898,DATA_INTEGRITY,hard_synthetic_v2
fuel burn above baseline (Samuel),PROJECT_RESOURCE,hard_synthetic_v2
full cost DB exproted by Meron T.,REPORT_DOCUMENT,hard_synthetic_v2
dormant account Sara B. active after 14 months,USER_ACTIVITY,hard_synthetic_v2
2026-10-08 issue with Hanna A.,DATA_INTEGRITY,hard_synthetic_v2
T99106: external share of project file (Marta T.),REPORT_DOCUMENT,hard_synthetic_v2
document export by marta t.,PROJECT_RESOURCE,hard_synthetic_v2
T44088: as-built rev changed after client sign-off (Yonas G.) - please confirm,DATA_INTEGRITY,hard_synthetic_v2
engineer Mesfin tried to approve payment,USER_ACTIVITY,hard_synthetic_v2
T17889: unusual activity volume by Kidus A. - please confirm,USER_ACTIVITY,hard_synthetic_v2
user list exported by Tigist after hours,USER_ACTIVITY,hard_synthetic_v2
urgent - repeated open of restricted folder by Samuel,USER_ACTIVITY,hard_synthetic_v2
T49349: failed authentication for dawit h. - site lay,SECURITY,hard_synthetic_v2
unauthorized access attempt by Abebe K.,SECURITY,hard_synthetic_v2
large payment released without second sign-off (Kidus A.),FINANCIAL,hard_synthetic_v2
fuel burn above baseline (Marta T.),DATA_INTEGRITY,hard_synthetic_v2
duplicate supplier invoice #4071,DATA_INTEGRITY,hard_synthetic_v2
old spec rev deleted (Kidus .),REPORT_DOCUMENT,hard_synthetic_v2
T70571: measurement sheet deleted (samuel),DATA_INTEGRITY,hard_synthetic_v2
needs review,REPORT_DOCUMENT,hard_synthetic_v2
NCR closed without QM signature (Tigist),COMPLIANCE,hard_synthetic_v2
T93952: report problem excavator out 6 days,PROJECT_RESOURCE,hard_synthetic_v2
"T53524: cash advance ETB 790,000 logged by Selam F. | urgent",FINANCIAL,hard_synthetic_v2
T70219: session from unknown device (Hanna A.),SECURITY,hard_synthetic_v2
excavator out 6 days - not returned (Samuel),PROJECT_RESOURCE,hard_synthetic_v2
"expense claim ETB 511,000 from Solomon A.",FINANCIAL,hard_synthetic_v2
2025-11-21 NCR closed without QM signature (Dawit H.),COMPLIANCE,hard_synthetic_v2
password reset requested then cancelled (Biruk M.),SECURITY,hard_synthetic_v2
T61138: large paymant released without second sign-off (henok t.),FINANCIAL,hard_synthetic_v2
fuel burn above baseline (Helen),PROJECT_RESOURCE,hard_synthetic_v2
odd hour login by abebe k. at 3:00,SECURITY,hard_synthetic_v2
budget line edit on hawassa p2 (hanna a.),FINANCIAL,hard_synthetic_v2
certificate PDF swapped by Selam F.,FINANCIAL,hard_synthetic_v2
2026-09-21 progress report generated for bd hospital (bereket d.),REPORT_DOCUMENT,hard_synthetic_v2
measurement sheet deleeted (solomon a.),DATA_INTEGRITY,hard_synthetic_v2
urgent - full cost DB exported by Lidya W.,REPORT_DOCUMENT,hard_synthetic_v2
permit submitted after work started (Bereket D.),COMPLIANCE,hard_synthetic_v2
drawing pack uploaded by Samuel,REPORT_DOCUMENT,hard_synthetic_v2
access concern,SECURITY,hard_synthetic_v2
document export by Hanna A.,REPORT_DOCUMENT,hard_synthetic_v2
equipment checkout overdue (Abebe K.),PROJECT_RESOURCE,hard_synthetic_v2
2026-04-23 noted on site - engineer Lidya W. tried to approve payment,USER_ACTIVITY,hard_synthetic_v2
late submission of daily report (Kidus A.),COMPLIANCE,hard_synthetic_v2
as discussed - cost code changed on po by dawit h.,FINANCIAL,hard_synthetic_v2
duplicate invoice #2917 entered,FINANCIAL,hard_synthetic_v2
cost code changed on po by biruk m.,FINANCIAL,hard_synthetic_v2
env spill report delayed (biruk m.),COMPLIANCE,hard_synthetic_v2
cost code changed on PO by Abebe K.,FINANCIAL,hard_synthetic_v2
T14949: session from unknown device (Hanna A.),SECURITY,hard_synthetic_v2
cost code changed on PO by Biruk M.,FINANCIAL,hard_synthetic_v2
T83800: permission raised for kidus a. without approval,SECURITY,hard_synthetic_v2
"cash advance ETB 289,000 logged by Mesfin",FINANCIAL,hard_synthetic_v2
per site instruction - external data import by Rahel G.,DATA_INTEGRITY,hard_synthetic_v2
T95093: contractor review score 49/100 by Abebe K.,PROJECT_RESOURCE,hard_synthetic_v2
duplicate invoice #1230 entered | as discussed,FINANCIAL,hard_synthetic_v2
budget increased 22% on bd hospital by tigist,USER_ACTIVITY,hard_synthetic_v2
2025-03-22 flagged item,PROJECT_RESOURCE,hard_synthetic_v2
"T95540: cash advance ETB 252,000 logged by Bereket D.",FINANCIAL,hard_synthetic_v2
T86389: access concern,PROJECT_RESOURCE,hard_synthetic_v2
T39898: see attachment - unauth access attempt by Helen,SECURITY,hard_synthetic_v2
session from unknown device (sara b.),SECURITY,hard_synthetic_v2
old spec rev deleted (Getachew),USER_ACTIVITY,hard_synthetic_v2
T46481: repeated open of restricted folder by Marta T.,USER_ACTIVITY,hard_synthetic_v2
T29563: generator hours high vs plan (henok t.),PROJECT_RESOURCE,hard_synthetic_v2
excavator out 8 days - not returned (Getachew),PROJECT_RESOURCE,hard_synthetic_v2
equipment checkout overdue (Lidya W.),PROJECT_RESOURCE,hard_synthetic_v2
qa plan changed post-approval (dawit h.),REPORT_DOCUMENT,hard_synthetic_v2
2026-06-28 flagged item certificate PDF swapped by,DATA_INTEGRITY,hard_synthetic_v2
T56579: as-built rev changed after client sign-off (Samuel),DATA_INTEGRITY,hard_synthetic_v2
T68409: need follow up - material overuse logged on hawassa p2,PROJECT_RESOURCE,hard_synthetic_v2
T14152: password reset requested then cancelled (dawit h.),SECURITY,hard_synthetic_v2
budget increased 18% on Site 3 by Sara B.,FINANCIAL,hard_synthetic_v2
urgent - document export by Tigist,REPORT_DOCUMENT,hard_synthetic_v2
milestone 'facade' delayed (Biruk M.),PROJECT_RESOURCE,hard_synthetic_v2
2025-03-03 per site instruction - hold point skipped on foundation (Sara B.),COMPLIANCE,hard_synthetic_v2
large payment released without second sign-off (samuel) | for your action,FINANCIAL,hard_synthetic_v2
2026-03-24 late submission of daily report (Helen),FINANCIAL,hard_synthetic_v2
as-built rev changed after client sign-off (Abebe K.),DATA_INTEGRITY,hard_synthetic_v2
as-built ZIP downloaded by Lidya W.,REPORT_DOCUMENT,hard_synthetic_v2
needs review 193 edits in under,USER_ACTIVITY,hard_synthetic_v2
T56347: doc exprot by solomon a.,REPORT_DOCUMENT,hard_synthetic_v2
session from unknown device (getachew),SECURITY,hard_synthetic_v2
2025-06-13 attendance history row removed by Hanna .,DATA_INTEGRITY,hard_synthetic_v2
2026-10-20 drawing pack uploaded by biruk m.,SECURITY,hard_synthetic_v2
cost code changed on PO by Solomon A.,FINANCIAL,hard_synthetic_v2
hold point skipped on foundation (Bereket D.),COMPLIANCE,hard_synthetic_v2
issue with Meron T. engineer Samuel tried to,USER_ACTIVITY,hard_synthetic_v2
dormant account Helen active after 13 months,USER_ACTIVITY,hard_synthetic_v2
budget increased 25% on adama ip by bereket d.,FINANCIAL,hard_synthetic_v2
2025-01-01 fuel burn above baseline (Lidya W.),PROJECT_RESOURCE,hard_synthetic_v2
data issue,COMPLIANCE,hard_synthetic_v2
awaiting confirmation - budget increased 27% on Bole Tower by Marta T.,FINANCIAL,hard_synthetic_v2
external data import by Meron T.,DATA_INTEGRITY,hard_synthetic_v2
hold point skipped on foundation (Kidus A.),COMPLIANCE,hard_synthetic_v2
2026-07-23 noted on site - structure slipped 9 days (Mesfin),PROJECT_RESOURCE,hard_synthetic_v2
problem on Adama IP document export by Tigist,REPORT_DOCUMENT,hard_synthetic_v2
material overuse logged on bd hospital | for your action,PROJECT_RESOURCE,hard_synthetic_v2
fuel burn above baseline (Tigist),PROJECT_RESOURCE,hard_synthetic_v2
payment run for Nile Const by Tigist,FINANCIAL,hard_synthetic_v2
contract PDF mailed externally (Lidya W.) | per site instruction,REPORT_DOCUMENT,hard_synthetic_v2
anomaly noted,DATA_INTEGRITY,hard_synthetic_v2
bulk reassign 158 tasks - no comment (Hanna A.),USER_ACTIVITY,hard_synthetic_v2
generator hours high vs plan (Dawit H.) - please confirm,PROJECT_RESOURCE,hard_synthetic_v2
T61531: need follow up - file shared to sub@con.et by yonas g.,REPORT_DOCUMENT,hard_synthetic_v2
2026-05-25 T86875: unapproved edit to record by Samuel,DATA_INTEGRITY,hard_synthetic_v2
password reset requested then cancelled (hanna a.),SECURITY,hard_synthetic_v2
T23026: please check - session from unknown device (Lidya W.),SECURITY,hard_synthetic_v2
Bereket D. changed IP during session,SECURITY,hard_synthetic_v2
checklist incomplete for pour #7,SECURITY,hard_synthetic_v2
odd hour login by Abebe K. at 23:00,SECURITY,hard_synthetic_v2
unauthorized access attempt by Marta T. - please confirm,SECURITY,hard_synthetic_v2
test results changed without approval (getachew),DATA_INTEGRITY,hard_synthetic_v2
Tigist changed IP during session | for your action - ezih,SECURITY,hard_synthetic_v2
dormant account Selam F. active after 6 months,USER_ACTIVITY,hard_synthetic_v2
env spill reprot delayed (Mesfin) - please confirm,SECURITY,hard_synthetic_v2
needs review - ezih,DATA_INTEGRITY,hard_synthetic_v2
2025-07-13 T17505: cement overuse 35% on Site 3 (Lidya W.),PROJECT_RESOURCE,hard_synthetic_v2
2026-08-06 csv import overwrote approved qty (hanna .),DATA_INTEGRITY,hard_synthetic_v2
drawing pack uploaded by Selam F.,REPORT_DOCUMENT,hard_synthetic_v2
structure slipped 3 days (tigist),PROJECT_RESOURCE,hard_synthetic_v2
bulk reassign 82 tasks - no comment (Bereket D.),USER_ACTIVITY,hard_synthetic_v2
T58529: geo anomaly: Abebe K. appeared in two cities same day,SECURITY,hard_synthetic_v2
old spec rev deleted (bereket d.),REPORT_DOCUMENT,hard_synthetic_v2
milestone 'foundation' delayed (bereket d.),PROJECT_RESOURCE,hard_synthetic_v2
method statement still draft but signed (biruk m.),USER_ACTIVITY,hard_synthetic_v2
urgent - Meron T. modified contingency on BD Hospital,FINANCIAL,hard_synthetic_v2
payment run for Nile Const by Lidya W.,FINANCIAL,hard_synthetic_v2
method statement still draft but signed (Meron T.),COMPLIANCE,hard_synthetic_v2
Helen changed IP during session,SECURITY,hard_synthetic_v2
problem on ALR Ext,PROJECT_RESOURCE,hard_synthetic_v2
milestone 'mep 1st fix' delayed (mesfin),PROJECT_RESOURCE,hard_synthetic_v2
please check - QA plan changed post-approval (Kidus A.) (check),REPORT_DOCUMENT,hard_synthetic_v2
PPE violation noted for crew of Kidus .,COMPLIANCE,hard_synthetic_v2
"2026-11-07 payment of ETB 157,000 approved by Helen",FINANCIAL,hard_synthetic_v2
geo anomaly: Samuel appeared in two cities same day,SECURITY,hard_synthetic_v2
T29542: large payment released without second sign-off (Helen) | need follow up,FINANCIAL,hard_synthetic_v2
failed authentication for Kidus A.,SECURITY,hard_synthetic_v2
2025-11-21 invioce #3952 deleted after payment (Rahel G.),FINANCIAL,hard_synthetic_v2
mesfin tried admin console - denied - please confirm,SECURITY,hard_synthetic_v2
T59789: engineer tigist tried to approve paymant,USER_ACTIVITY,hard_synthetic_v2
mass status edit (203 tasks) by Tigist,USER_ACTIVITY,hard_synthetic_v2
T59059: PPE violation noted for crew of Mesfin,COMPLIANCE,hard_synthetic_v2
engineer Abebe K. tried to approve payment,USER_ACTIVITY,hard_synthetic_v2
payment run for ethio steel by rahel g.,PROJECT_RESOURCE,hard_synthetic_v2
T14761: awaiting confirmation - unusual activity volume by Solomon A.,USER_ACTIVITY,hard_synthetic_v2
drawing pack uploaded by helen,REPORT_DOCUMENT,hard_synthetic_v2
hanna a. changed ip during session,SECURITY,hard_synthetic_v2
2025-01-09 repeated open of restricted folder by Lidya W.,USER_ACTIVITY,hard_synthetic_v2
toolbox talk sheet missing (Mesfin),COMPLIANCE,hard_synthetic_v2
as-built ZIP downloaded by Dawit H.,REPORT_DOCUMENT,hard_synthetic_v2
T81351: material overuse logged on Bole Tower,PROJECT_RESOURCE,hard_synthetic_v2
engineer Yonas G. tried to approve paymant,USER_ACTIVITY,hard_synthetic_v2
T67614: password reset requested then cancelled (Henok T.),SECURITY,hard_synthetic_v2
repeated open of restricted folder by Lidya W.,USER_ACTIVITY,hard_synthetic_v2
dormant account Marta T. active after 17 months,USER_ACTIVITY,hard_synthetic_v2
45 edits in under 5 min by Yonas G.,USER_ACTIVITY,hard_synthetic_v2
2026-10-12 flagged item,FINANCIAL,hard_synthetic_v2
per site instruction - unauthorized access attempt by samuel,SECURITY,hard_synthetic_v2
budget increased 17% on DD Warehouse by Abebe K.,FINANCIAL,hard_synthetic_v2
structure slipped 13 days (bereket d.),PROJECT_RESOURCE,hard_synthetic_v2
2025-11-11 mass status edit (132 tasks) by Mesfin | noted on site (check),USER_ACTIVITY,hard_synthetic_v2
2026-07-20 T88092: env spill report delayed (Sara B.),COMPLIANCE,hard_synthetic_v2
commercial rates shared outside (samuel),REPORT_DOCUMENT,hard_synthetic_v2
multiple faild logins on yonas g. account,SECURITY,hard_synthetic_v2
contractor review score 58/100 by Dawit H.,PROJECT_RESOURCE,hard_synthetic_v2
contract PDF mailed externally (Abebe K.),REPORT_DOCUMENT,hard_synthetic_v2
per site instruction - budget increased 40% on Hawassa P2 by Selam F.,FINANCIAL,hard_synthetic_v2
contractor import replaced values (Bereket D.),DATA_INTEGRITY,hard_synthetic_v2
hold point skipped on foundation (Abebe K.),COMPLIANCE,hard_synthetic_v2
subcon Abyssinia Hire NCR list updated by Lidya W. | need follow up,PROJECT_RESOURCE,hard_synthetic_v2
external share of project file (Selam F.) | awaiting confirmation (check),REPORT_DOCUMENT,hard_synthetic_v2
2025-05-27 permit submitted after work started (Selam F.) (check),COMPLIANCE,hard_synthetic_v2
generator hours high vs plan (henok t.),REPORT_DOCUMENT,hard_synthetic_v2
env spill report delayed (Lidya W.),COMPLIANCE,hard_synthetic_v2
T59178: as-built rev changed after client sign-off (Mesfin),REPORT_DOCUMENT,hard_synthetic_v2
full cost DB exported by Hanna A.,REPORT_DOCUMENT,hard_synthetic_v2
T83307: Abebe K. login faild from 197.55.107.238 - ezih,SECURITY,hard_synthetic_v2
T82548: certificate pdf swapped by biruk m.,DATA_INTEGRITY,hard_synthetic_v2
2025-01-19 check Solomon A. activity,SECURITY,hard_synthetic_v2
env spill report delayed (Yonas G.),COMPLIANCE,hard_synthetic_v2
2025-06-08 Rahel G. login failed from 197.6.163.117 - site lay,COMPLIANCE,hard_synthetic_v2
report problem structure slipped 6 days,PROJECT_RESOURCE,hard_synthetic_v2
subcon Ethio Steel NCR list updated by Yonas G.,PROJECT_RESOURCE,hard_synthetic_v2
2025-09-07 external data import by Helen,DATA_INTEGRITY,hard_synthetic_v2
session from unknown device (lidya w.),SECURITY,hard_synthetic_v2
approved MS edited after acceptance (Sara B.),REPORT_DOCUMENT,hard_synthetic_v2
2025-05-17 odd behaviour,DATA_INTEGRITY,hard_synthetic_v2
PPE violation noted for crew of Mesfin,COMPLIANCE,hard_synthetic_v2
T50207: duplicate invioce #9065 entered - ezih,COMPLIANCE,hard_synthetic_v2
fuel burn above baseline (Dawit H.),PROJECT_RESOURCE,hard_synthetic_v2
geo anomaly: Mesfin appeared in two cities same day,USER_ACTIVITY,hard_synthetic_v2
external data import by kidus a.,DATA_INTEGRITY,hard_synthetic_v2
T68288: odd hour login by Biruk M. at 6:00,SECURITY,hard_synthetic_v2
sensitive salary data viewed by Getachew,USER_ACTIVITY,hard_synthetic_v2
Biruk M. changed IP during session,SECURITY,hard_synthetic_v2
awaiting confirmation - budget increased 15% on Bole Tower by Sara B.,FINANCIAL,hard_synthetic_v2
odd behaviour,SECURITY,hard_synthetic_v2
drawing pack uploaded by Solomon A.,REPORT_DOCUMENT,hard_synthetic_v2
T21904: odd hour login by Selam F. at 15:00,SECURITY,hard_synthetic_v2
2026-02-22 as-built rev changed after client sign-off (rahel g.) (check),DATA_INTEGRITY,hard_synthetic_v2
T84466: dawit h. changed ip during session,SECURITY,hard_synthetic_v2
cost code changed on PO by Sara B.,FINANCIAL,hard_synthetic_v2
milestone 'topped out' delayed (biruk m.),PROJECT_RESOURCE,hard_synthetic_v2
odd hour login by samuel at 9:00,SECURITY,hard_synthetic_v2
material overuse logged on ALR Ext,PROJECT_RESOURCE,hard_synthetic_v2
external data import by Rahel G.,DATA_INTEGRITY,hard_synthetic_v2
T44367: budget increased 47% on site 3 by sara b.,FINANCIAL,hard_synthetic_v2
unusual activity volume by rahel g.,USER_ACTIVITY,hard_synthetic_v2
attendance history row removed by mesfin,DATA_INTEGRITY,hard_synthetic_v2
samuel log-in failed from 197.49.15.120,PROJECT_RESOURCE,hard_synthetic_v2
Abebe K. opened finance module (not their role),USER_ACTIVITY,hard_synthetic_v2
role misuse flagged for Marta T.,REPORT_DOCUMENT,hard_synthetic_v2
milestone 'facade' delayed (Selam F.),PROJECT_RESOURCE,hard_synthetic_v2
excavator out 7 days - not returned (getachew),PROJECT_RESOURCE,hard_synthetic_v2
env spill report delayed (Mesfin),COMPLIANCE,hard_synthetic_v2
policy breach recorded for Solomon A.,COMPLIANCE,hard_synthetic_v2
user list exported by Solomon A. after hours,USER_ACTIVITY,hard_synthetic_v2
T47028: document export by Rahel G.,REPORT_DOCUMENT,hard_synthetic_v2
2026-06-05 Getachew changed IP during session,SECURITY,hard_synthetic_v2
CSV import overwrote approved qty (Solomon A.),DATA_INTEGRITY,hard_synthetic_v2
password reset requested then cancelled (Mesfin) | for your action,SECURITY,hard_synthetic_v2
2026-07-19 progress report generated for ALR Ext (Getachew),REPORT_DOCUMENT,hard_synthetic_v2
drawing pack uploaded by abebe k.,USER_ACTIVITY,hard_synthetic_v2
env spill report delayed (Getachew),COMPLIANCE,hard_synthetic_v2
dormant account helen active after 9 months,USER_ACTIVITY,hard_synthetic_v2
file shared to sub@con.et by Rahel G.,REPORT_DOCUMENT,hard_synthetic_v2
test results changed without approval (Biruk M.),DATA_INTEGRITY,hard_synthetic_v2
suspicious login pattern detected (samuel),SECURITY,hard_synthetic_v2
please investigate subcon Ethio Steel NCR,PROJECT_RESOURCE,hard_synthetic_v2
ncr closed without qm signature (meron t.),COMPLIANCE,hard_synthetic_v2
budget line edit on adama ip (sara b.),FINANCIAL,hard_synthetic_v2
payment run for nile const by marta t. - site lay,FINANCIAL,hard_synthetic_v2
hold point skipped on foundation (biruk m.),DATA_INTEGRITY,hard_synthetic_v2
2026-10-07 repeated open of restricted folder by Abebe K.,USER_ACTIVITY,hard_synthetic_v2
noted on site - NCR closed without QM signature (Meron T.),COMPLIANCE,hard_synthetic_v2
as discussed - odd hour login by bereket d. at 15:00,SECURITY,hard_synthetic_v2
suspicious login pattern detected (Lidya W.),SECURITY,hard_synthetic_v2
password reset requested then cancelled (Tigist) - ezih,SECURITY,hard_synthetic_v2
2026-05-21 approved MS edited after acceptance (Meron T.),REPORT_DOCUMENT,hard_synthetic_v2
2025-08-04 cost code changed on PO by Helen,FINANCIAL,hard_synthetic_v2
engineer Tigist tried to approve payment,USER_ACTIVITY,hard_synthetic_v2
2026-02-25 commercial rates shared outside (Lidya W.),REPORT_DOCUMENT,hard_synthetic_v2
Bereket D. tried admin console - denied | please check,SECURITY,hard_synthetic_v2
Dawit H. modified contingency on DD Warehouse,FINANCIAL,hard_synthetic_v2
QA plan changed post-aproval (Biruk M.),REPORT_DOCUMENT,hard_synthetic_v2
role misuse flagged for abebe k.,USER_ACTIVITY,hard_synthetic_v2
PPE violation noted for crew of Solomon A.,COMPLIANCE,hard_synthetic_v2
checklist incomplete for pour #30 | need follow up,COMPLIANCE,hard_synthetic_v2
2026-12-05 dormant account sara b. active after 9 months,REPORT_DOCUMENT,hard_synthetic_v2
ppe violation noted for crew of dawit h.,COMPLIANCE,hard_synthetic_v2
role misuse flagged for abebe k.,USER_ACTIVITY,hard_synthetic_v2
awaiting confirmation - test results changed without aproval (Lidya W.) (check),DATA_INTEGRITY,hard_synthetic_v2
"expense claim ETB 774,000 from Meron T. | from the meeting",FINANCIAL,hard_synthetic_v2
repeated open of restricted folder by Solomon A.,USER_ACTIVITY,hard_synthetic_v2
contract PDF mailed externally (Hanna .),REPORT_DOCUMENT,hard_synthetic_v2
2025-05-06 progress report generated for Bole Tower (Tigist),REPORT_DOCUMENT,hard_synthetic_v2
Rahel G. modified contingency on Adama IP,FINANCIAL,hard_synthetic_v2
Helen changed IP during session,SECURITY,hard_synthetic_v2
repeated open of restricted folder by Lidya W.,USER_ACTIVITY,hard_synthetic_v2
2025-07-12 QA plan changed post-approval (Marta T.),REPORT_DOCUMENT,hard_synthetic_v2
certificate PDF swapped by Henok T.,DATA_INTEGRITY,hard_synthetic_v2
T82116: file shared to partner@ext.com by Meron T.,REPORT_DOCUMENT,hard_synthetic_v2
T23657: drawing pack uploaded by Mesfin,REPORT_DOCUMENT,hard_synthetic_v2
data issue 18 edits in under,USER_ACTIVITY,hard_synthetic_v2
T11422: milestone 'facade' delayed (Dawit H.),PROJECT_RESOURCE,hard_synthetic_v2
T57244: Abebe K. opened finance module (not their role),USER_ACTIVITY,hard_synthetic_v2
ppe violation noted for crew of meron t.,FINANCIAL,hard_synthetic_v2
2025-04-27 contract pdf mailed externally (selam f.),REPORT_DOCUMENT,hard_synthetic_v2
data issue,REPORT_DOCUMENT,hard_synthetic_v2
T71190: PPE violation noted for crew of Yonas G.,SECURITY,hard_synthetic_v2
rebar over-ordered 26% block A - ezih,PROJECT_RESOURCE,hard_synthetic_v2
"expense claim etb 731,000 from kidus a.",FINANCIAL,hard_synthetic_v2
cost code changed on PO by Tigist,FINANCIAL,hard_synthetic_v2
password reset requested then cancelled (selam f.),SECURITY,hard_synthetic_v2
bulk delete of 99 rows by Selam F.,USER_ACTIVITY,hard_synthetic_v2
checklist incomplete for pour #16,COMPLIANCE,hard_synthetic_v2
2026-08-22 contractor import replaced values (solomon a.),DATA_INTEGRITY,hard_synthetic_v2
T35974: odd hour login by Lidya W. at 10:00,SECURITY,hard_synthetic_v2
budget increased 34% on Adama IP by Lidya W.,FINANCIAL,hard_synthetic_v2
anomaly noted cement overuse 16% on,PROJECT_RESOURCE,hard_synthetic_v2
T60076: external data import by Getachew,DATA_INTEGRITY,hard_synthetic_v2
multiple failed logins on Selam F. account,SECURITY,hard_synthetic_v2
T38557: external share of project file (Yonas G.),REPORT_DOCUMENT,hard_synthetic_v2
T32255: role misuse flagged for Helen - site lay,USER_ACTIVITY,hard_synthetic_v2
T97396: duplicate supplier invoice #3523,COMPLIANCE,hard_synthetic_v2
paymant run for Nile Const by Sara B.,FINANCIAL,hard_synthetic_v2
T32459: rebar over-ordered 35% block A,PROJECT_RESOURCE,hard_synthetic_v2
session from unknown device (lidya w.),SECURITY,hard_synthetic_v2
test results changed without approval (Tigist),DATA_INTEGRITY,hard_synthetic_v2
Tigist opened finance module (not their role) - ezih,REPORT_DOCUMENT,hard_synthetic_v2
material overuse logged on Bole Tower,PROJECT_RESOURCE,hard_synthetic_v2
2025-09-23 role misuse flagged for samuel,USER_ACTIVITY,hard_synthetic_v2
2025-10-22 certificate PDF swapped by Biruk M.,PROJECT_RESOURCE,hard_synthetic_v2
generator hours high vs plan (Tigist) | need follow up,PROJECT_RESOURCE,hard_synthetic_v2
invoice #1400 deleted after payment (Bereket D.),FINANCIAL,hard_synthetic_v2
T82875: equipment checkout overdue (selam f.) - site lay,PROJECT_RESOURCE,hard_synthetic_v2
drawing pack uploaded by lidya w.,REPORT_DOCUMENT,hard_synthetic_v2
T67918: engineer Rahel G. tried to approve payment,USER_ACTIVITY,hard_synthetic_v2
contractor review score 64/100 by Abebe K.,PROJECT_RESOURCE,hard_synthetic_v2
fuel burn above baseline (Meron T.),PROJECT_RESOURCE,hard_synthetic_v2
T51011: subcon Horizon Mat NCR list updated by Meron T. | see attachment,PROJECT_RESOURCE,hard_synthetic_v2
2025-06-28 check Selam F. activity contract PDF mailed externally,REPORT_DOCUMENT,hard_synthetic_v2
structure slipped 3 days (Henok T.),PROJECT_RESOURCE,hard_synthetic_v2
report problem,FINANCIAL,hard_synthetic_v2
measurement sheet deleted (Solomon A.),COMPLIANCE,hard_synthetic_v2
approved ms edited after acceptance (tigist),REPORT_DOCUMENT,hard_synthetic_v2
T43448: need follow up - qa plan changed post-approval (bereket d.),REPORT_DOCUMENT,hard_synthetic_v2
qty take-off altered - no CO (Yonas G.),DATA_INTEGRITY,hard_synthetic_v2
2026-04-19 method statement still draft but signed (Helen),COMPLIANCE,hard_synthetic_v2
T78710: doc export by Selam F. | awaiting confirmation,REPORT_DOCUMENT,hard_synthetic_v2
T20559: unusual activity volume by Marta T.,USER_ACTIVITY,hard_synthetic_v2
as-built ZIP downloaded by Solomon A.,REPORT_DOCUMENT,hard_synthetic_v2
unusual activity volume by Yonas G.,USER_ACTIVITY,hard_synthetic_v2
large paymant released without second sign-off (Lidya W.),FINANCIAL,hard_synthetic_v2
checklist incomplete for pour #29,COMPLIANCE,hard_synthetic_v2
large paymant released without second sign-off (Rahel G.),FINANCIAL,hard_synthetic_v2
2025-09-04 as-built rev changed after client sign-off (Marta T.),DATA_INTEGRITY,hard_synthetic_v2
T23383: env spill report delayed (Yonas G.),COMPLIANCE,hard_synthetic_v2
2026-12-12 file shared to sub@con.et by Helen,REPORT_DOCUMENT,hard_synthetic_v2
2026-01-18 ncr closed without qm signature (samuel),COMPLIANCE,hard_synthetic_v2
generator hours high vs plan (Samuel) - ezih,PROJECT_RESOURCE,hard_synthetic_v2
late submission of daily report (Meron T.) | need follow up,COMPLIANCE,hard_synthetic_v2
2026-03-22 T50974: unapproved edit to record by Abebe K.,DATA_INTEGRITY,hard_synthetic_v2
mass status edit (32 tasks) by Meron T.,USER_ACTIVITY,hard_synthetic_v2
T45434: approved MS edited after acceptance (Rahel G.),REPORT_DOCUMENT,hard_synthetic_v2
as-built rev changed after client sign-off (Biruk M.),DATA_INTEGRITY,hard_synthetic_v2
T23624: equipment checkout overdue (Dawit H.),PROJECT_RESOURCE,hard_synthetic_v2
session from unknown device (helen),SECURITY,hard_synthetic_v2
checklist incomplete for pour #25,COMPLIANCE,hard_synthetic_v2
Kidus A. tried admin console - denied,SECURITY,hard_synthetic_v2
T80700: ncr closed without qm signature (rahel g.),COMPLIANCE,hard_synthetic_v2
Samuel tried admin console - denied,SECURITY,hard_synthetic_v2
T17989: please check - policy breach recorded for Samuel - site lay,COMPLIANCE,hard_synthetic_v2
delivery note DN-509 edited after lock by Mesfin,DATA_INTEGRITY,hard_synthetic_v2
T58379: attendance history row removed by Getachew,DATA_INTEGRITY,hard_synthetic_v2
generator hours high vs plan (Tigist),PROJECT_RESOURCE,hard_synthetic_v2
see attachment - fuel burn above baseline (getachew),PROJECT_RESOURCE,hard_synthetic_v2
engineer abebe k. tried to approve payment,USER_ACTIVITY,hard_synthetic_v2
2025-05-08 approval bypassed on WO-131 by Bereket D.,COMPLIANCE,hard_synthetic_v2
invoice #1784 deleted after payment (mesfin) - please confirm,FINANCIAL,hard_synthetic_v2
T87420: session from unknown device (Yonas G.),SECURITY,hard_synthetic_v2
geo anomaly: yonas g. appeared in two cities same day,SECURITY,hard_synthetic_v2
2025-02-12 T53566: geo anomaly: Rahel G. appeared in two cities same day,SECURITY,hard_synthetic_v2
old spec rev deleeted (Biruk M.),REPORT_DOCUMENT,hard_synthetic_v2
Solomon A. modified contingency on ALR Ext,FINANCIAL,hard_synthetic_v2
2026-11-14 sensitive salary data viewed by Abebe K.,USER_ACTIVITY,hard_synthetic_v2
test results changed without aproval (Hanna A.),DATA_INTEGRITY,hard_synthetic_v2
